Mês,Valores_Previstos
2025-09,"690.776.548,89"
2025-10,"678.776.785,51"
2025-11,"826.469.138,86"
2025-12,"1.002.673.997,77"
2026-01,"557.788.418,82"
2026-02,"699.242.349,62"
2026-03,"664.407.431,04"
2026-04,"674.214.272,14"
2026-05,"685.634.773,40"
2026-06,"694.633.912,07"
2026-07,"702.463.418,21"
2026-08,"710.526.658,68"
