Mês,Valores_Previstos
2025-09,"658.909.807,69"
2025-10,"709.134.556,23"
2025-11,"867.231.206,08"
2025-12,"938.368.422,92"
2026-01,"889.773.619,53"
2026-02,"1.128.158.108,62"
2026-03,"769.384.415,56"
2026-04,"803.481.477,42"
2026-05,"945.867.836,69"
2026-06,"933.998.129,57"
2026-07,"648.500.660,51"
2026-08,"818.738.445,10"
